(36, 37, [36, 37], 0.7376263404167102, 5.162802371887046)
(2, 0, [2, 0], 0.7233031703155239, 5.376384391019291)
(61, 60, [61, 60], 0.6844104721331197, 5.98948944847603)
(26, 27, [26, 27], 0.6483571314593213, 6.609411744008154)
(20, 21, [20, 21], 0.6366977914963248, 6.822337830317802)
(60, 61, [60, 61], 0.5916797225223147, 7.71210105344559)
(32, 31, [32, 31], 0.5793259405559521, 7.977572011330861)
(59, 60, [59, 60], 0.5518067065899354, 8.60746566024544)
(27, 33, [27, 33], 0.4995028898034681, 9.980092186634275)
(54, 55, [54, 55], 0.4967779948967568, 10.059000189270076)
(66, 67, [66, 67], 0.49122595894641174, 10.222333866926228)
(35, 40, [35, 40], 0.4802163511096159, 10.556786510912668)
(21, 20, [21, 20], 0.4466181989180634, 11.674281590410276)
(11, 3, [11, 3], 0.43357105285421665, 12.152904918931483)
(55, 54, [55, 54], 0.4137073171097355, 12.937418099974726)
(30, 29, [30, 29], 0.4129365401111132, 12.969330331558133)
(23, 21, [23, 21], 0.4123771621624358, 12.992562454070468)
(25, 14, [25, 14], 0.3795106273498956, 14.474178258331122)
(39, 42, [39, 42], 0.3725646900197103, 14.819861303546105)
(46, 45, [46, 45], 0.3710783185123217, 14.89547597861609)
(38, 40, [38, 40], 0.3682774990621634, 15.039580117167079)
(14, 19, [14, 19], 0.3611753315600261, 15.414787120951969)
(45, 46, [45, 46], 0.3577206121293976, 15.602570069678723)
(3, 11, [3, 11], 0.34045496530929703, 16.59700122899572)
(35, 34, [35, 34], 0.3339956709181714, 16.994957517851258)
(59, 61, [59, 60, 61], 0.3264928390410853, 17.47663262890018)
(24, 22, [24, 22], 0.3249990396554125, 17.57514450767654)
(26, 33, [26, 27, 33], 0.323856260788618, 17.65111141657504)
(0, 33, [0, 33], 0.321308296944027, 17.822404022742358)
(34, 67, [34, 67], 0.32053825977071343, 17.874699120077835)
(1, 4, [1, 4], 0.31536689453684763, 18.23241541507162)
(64, 52, [64, 52], 0.3101801857397223, 18.6029973484956)
(3, 37, [3, 37], 0.2998716814495558, 19.377046580455524)
(52, 51, [52, 51], 0.29894174679652064, 19.449464293898277)
(22, 24, [22, 24], 0.2958851698894918, 19.690658643738825)
(1, 6, [1, 6], 0.29245777873775963, 19.96703584582972)
(4, 1, [4, 1], 0.28430150436004714, 20.65121604582225)
(12, 7, [12, 7], 0.27948422231778036, 21.073852627756054)
(2, 3, [2, 3], 0.2766968296844761, 21.3250487752831)
(61, 67, [61, 67], 0.2766441937966445, 21.32984044062843)
(5, 8, [5, 8], 0.2749745861815675, 21.482773980991105)
(57, 55, [57, 55], 0.2747982020285541, 21.4990379281128)
(10, 13, [10, 13], 0.2723037305586231, 21.731280167665787)
(9, 43, [9, 43], 0.27149077489327655, 21.80788145752176)
(51, 52, [51, 52], 0.2685214896987266, 22.091566439618866)
(38, 67, [38, 67], 0.268448744921361, 22.098594457747637)
(64, 63, [64, 63], 0.26301551282099617, 22.634393944159058)
(44, 47, [44, 47], 0.26190147043354056, 22.746976456462612)
(28, 8, [28, 8], 0.26076592031799023, 22.862713560907853)
(13, 10, [13, 10], 0.25896988418692574, 23.047822235339023)
(41, 7, [41, 7], 0.2528546510117572, 23.697636602201346)
(11, 45, [11, 45], 0.24935537797900667, 24.083691299654898)
(58, 62, [58, 62], 0.24845328443990922, 24.184962953373827)
(7, 41, [7, 41], 0.24385672474891276, 24.712530280500363)
(33, 0, [33, 0], 0.23937215228229725, 25.2466219492614)
(32, 16, [32, 16], 0.2364617714202416, 25.60399527187694)
(60, 59, [60, 59], 0.2345369755675395, 25.845184265700425)
(42, 39, [42, 39], 0.2338567614845841, 25.93136228975336)
(43, 9, [43, 9], 0.23253024695428298, 26.100862242101336)
(2, 33, [2, 0, 33], 0.23240330982829652, 26.117182827039763)
(27, 24, [27, 24], 0.22764557495391774, 26.741933702950597)
(27, 26, [27, 26], 0.22764557495391774, 26.741933702950597)
(16, 15, [16, 15], 0.22749204740688303, 26.76252622224408)
(8, 5, [8, 5], 0.2265586795866518, 26.88831485017084)
(14, 48, [14, 48], 0.22442620901111945, 27.179606116137865)
(26, 25, [26, 25], 0.22289181882852768, 27.392627570673152)
(58, 56, [58, 56], 0.22024781152419834, 27.76662031025123)
(37, 3, [37, 3], 0.21894739867631266, 27.9538568357548)
(30, 5, [30, 5], 0.21252980164948437, 28.91123943614877)
(31, 33, [31, 33], 0.20884245815611052, 29.48778897402876)
(11, 12, [11, 12], 0.20302146928908663, 30.44035701579625)
(48, 53, [48, 53], 0.20180434251776402, 30.646444050129045)
(42, 43, [42, 43], 0.2008950465067324, 30.80203028126306)
(40, 38, [40, 38], 0.19936626472175734, 31.06679827022958)
(37, 45, [37, 45], 0.19892943237975733, 31.143196833902675)
(44, 10, [44, 10], 0.19746062968580932, 31.402546656501652)
(24, 28, [24, 28], 0.19727201976549993, 31.436128469398092)
(29, 8, [29, 8], 0.19452211663856492, 31.933109130243043)
(0, 6, [0, 6], 0.19355606206518045, 32.11103796711208)
(19, 14, [19, 14], 0.19209639977976903, 32.383260100948974)
(45, 37, [45, 37], 0.1907089561247854, 32.64586021136632)
(47, 44, [47, 44], 0.18895062576818455, 32.98417515091655)
(15, 16, [15, 16], 0.1876197092856619, 33.24445184381045)
(13, 19, [13, 19], 0.18473909543567504, 33.82058135520422)
(23, 20, [23, 21, 20], 0.18417514543992924, 33.93547390249342)
(49, 50, [49, 50], 0.18382245513826087, 34.00768380456655)
(17, 53, [17, 53], 0.18361228457271797, 34.050845585079415)
(4, 33, [4, 33], 0.1795933287201991, 34.89556239522118)
(65, 63, [65, 63], 0.1789967206614684, 35.02418085770525)
(50, 49, [50, 49], 0.17898316176727228, 35.02711385181797)
(36, 40, [36, 40], 0.1788546961863006, 35.05492488975643)
(6, 0, [6, 0], 0.17776290831007643, 35.29289867761855)
(67, 34, [67, 34], 0.177188859542533, 35.41919457218787)
(63, 52, [63, 52], 0.17651726945271567, 35.567989453619866)
(23, 22, [23, 22], 0.17554254830336857, 35.785963143376016)
(19, 53, [19, 53], 0.17523092441761723, 35.856160373578376)
(48, 14, [48, 14], 0.17385033411651946, 36.17017265725318)
(4, 7, [4, 7], 0.1720536330618206, 36.58634957289051)
(59, 48, [59, 48], 0.16872124197821178, 37.3816324410656)
(55, 57, [55, 57], 0.1685512128543335, 37.4230507850996)
(17, 51, [17, 51], 0.1672130156371885, 37.75196081572115)
(18, 29, [18, 29], 0.16665822267316568, 37.889865184589695)
(8, 28, [8, 28], 0.16620787141417584, 38.00248349277476)
(25, 23, [25, 23], 0.1654547940538866, 38.19216942004421)
(37, 36, [37, 36], 0.16502950600923086, 38.30005401694329)
(64, 50, [64, 50], 0.16435505145077847, 38.47228713758009)
(60, 67, [60, 61, 67], 0.1636847598230081, 38.64485927326835)
(10, 44, [10, 44], 0.16304581436296542, 38.81067814193913)
(53, 19, [53, 19], 0.16283522892652522, 38.865613483891394)
(1, 0, [1, 0], 0.1616908630393538, 39.16663821545527)
(36, 3, [36, 37, 3], 0.16150136842936696, 39.21689516698212)
(66, 50, [66, 50], 0.16098752413938439, 39.35376846428164)
(61, 59, [61, 60, 59], 0.16051956218085367, 39.4791803085513)
(31, 32, [31, 32], 0.1583928637364013, 40.05843690109584)
(63, 65, [63, 65], 0.15837637654101822, 40.06298818068862)
(51, 17, [51, 17], 0.15824139869014417, 40.10028429743864)
(23, 24, [23, 24], 0.15775328809197964, 40.23568680742114)
(65, 52, [65, 52], 0.15739400372657522, 40.33588790477892)
(29, 18, [29, 18], 0.15736609463908385, 40.34369059206693)
(43, 42, [43, 42], 0.1572144251012504, 40.38614193164352)
(52, 63, [52, 63], 0.15587570241780396, 40.76441503949507)
(62, 42, [62, 42], 0.15528750141155956, 40.93267566503278)
(65, 67, [65, 67], 0.1552692462966439, 40.93791806197422)
(46, 47, [46, 47], 0.15416160064499107, 41.2583223636256)
(14, 13, [14, 13], 0.15384888538822325, 41.34961326116987)
(48, 46, [48, 46], 0.15321146744382713, 41.53684559311165)
(19, 13, [19, 13], 0.1531956170648634, 41.541521217143874)
(28, 24, [28, 24], 0.15266941963578046, 41.69729128969543)
(46, 48, [46, 48], 0.1524747242746845, 41.75519871934947)
(21, 23, [21, 23], 0.15236146929323838, 41.788951590811344)
(47, 53, [47, 53], 0.15178639774765187, 41.961112853592766)
(18, 17, [18, 17], 0.15033148953799438, 42.40254108126662)
(59, 57, [59, 57], 0.14977443209707642, 42.573820703686664)
(7, 12, [7, 12], 0.1492965088263527, 42.72178504243726)
(16, 33, [16, 33], 0.14856976507484576, 42.94860389531569)
(8, 29, [8, 29], 0.1482239720785946, 43.05730598925499)
(5, 7, [5, 7], 0.14717292036884413, 43.390838993606735)
(36, 45, [36, 37, 45], 0.1467355892074538, 43.53102287748317)
(29, 9, [29, 9], 0.14655788449403712, 43.58822355773245)
(32, 33, [32, 33], 0.14625234759353845, 43.686895864988394)
(1, 33, [1, 33], 0.1462114349315397, 43.700139734079826)
(6, 1, [6, 1], 0.14562643367064754, 43.89032303661605)
(13, 47, [13, 47], 0.14526948666601014, 44.00711688902279)
(16, 18, [16, 18], 0.14466082324537013, 44.207599316235694)
(54, 53, [54, 53], 0.14093094448365973, 45.473889507909995)
(50, 52, [50, 52], 0.14079026995473282, 45.522958538245085)
(39, 40, [39, 40], 0.14032029945595006, 45.6876020278132)
(2, 6, [2, 0, 6], 0.13999971332553332, 45.80054498623874)
(40, 35, [40, 35], 0.13973135782991086, 45.8954846764754)
(42, 62, [42, 62], 0.13918452428312342, 46.09007601452251)
(34, 55, [34, 55], 0.13781145038793022, 46.58547915313438)
(45, 11, [45, 11], 0.13705488296169413, 46.86268070882241)
(25, 24, [25, 24], 0.13554341465740496, 47.42572160394654)
(53, 17, [53, 17], 0.13445836200284395, 47.8377077142023)
(47, 13, [47, 13], 0.1334627261555046, 48.22162543347671)
(3, 12, [3, 12], 0.1334591578050071, 48.22301167401529)
(48, 47, [48, 47], 0.1330698155039563, 48.37470999287939)
(50, 51, [50, 51], 0.13226180866104406, 48.69237619033335)
(66, 65, [66, 65], 0.1318837502646602, 48.8423433281318)
(30, 18, [30, 18], 0.13145034919655263, 49.01532302142292)
(15, 44, [15, 44], 0.1304310109165866, 49.42668616863432)
(62, 43, [62, 43], 0.1297673588134575, 49.69797631108154)
(59, 58, [59, 58], 0.12969761933477655, 49.726645595397216)
(18, 9, [18, 9], 0.12899895697913294, 50.0155674071911)
(15, 9, [15, 9], 0.12886809960301876, 50.07002933542122)
(53, 48, [53, 48], 0.1287559517625124, 50.1167924268569)
(55, 34, [55, 34], 0.12762847447645126, 50.5914832706398)
(25, 28, [25, 28], 0.12761019958147546, 50.59924633839311)
(53, 47, [53, 47], 0.12731289945292898, 50.7258502040955)
(4, 5, [4, 5], 0.12604231313345624, 51.273642879210534)
(8, 9, [8, 9], 0.12592693519742257, 51.323932788447216)
(57, 34, [57, 34], 0.12529024570672087, 51.60311046126004)
(50, 65, [50, 65], 0.12525992498185964, 51.61647627401732)
(20, 19, [20, 19], 0.12448024027674921, 51.9624054316765)
(12, 11, [12, 11], 0.12441510758802489, 51.991499305155045)
(52, 65, [52, 65], 0.12297723773397991, 52.64161336226488)
(28, 18, [28, 18], 0.12219678669619922, 53.000880059086704)
(49, 63, [49, 63], 0.12127282074241863, 53.43217996810472)
(56, 58, [56, 58], 0.1212161298850792, 53.45885657394265)
(21, 56, [21, 56], 0.12118880373804165, 53.471724142223266)
(58, 60, [58, 60], 0.12026254488790664, 53.91134208156988)
(22, 56, [22, 56], 0.12022645655037369, 53.92860710965374)
(27, 0, [27, 33, 0], 0.1195670818034833, 54.24589085317458)
(23, 25, [23, 25], 0.11910260498743822, 54.47149779427334)
(17, 18, [17, 18], 0.11907203698901728, 54.486407006108045)
(57, 67, [57, 67], 0.11834805546298405, 54.84176932390801)
(33, 27, [33, 27], 0.11812927245436156, 54.95001357976866)
(47, 46, [47, 46], 0.1178329845410819, 55.097243743965336)
(9, 8, [9, 8], 0.11692884072613655, 55.55113319718636)
(50, 63, [50, 63], 0.11625512003052739, 55.893931933958804)
(66, 51, [66, 51], 0.11622700072869063, 55.90832571588623)
(12, 46, [12, 46], 0.11607668490348684, 55.98538789409908)
(34, 35, [34, 35], 0.11519848745302291, 56.439626255530726)
(40, 39, [40, 39], 0.11421342609061283, 56.95743983257691)
(62, 58, [62, 58], 0.11284090900204395, 57.693979994502726)
(39, 43, [39, 43], 0.11252690592769815, 57.86500716633071)
(62, 67, [62, 67], 0.11200746627881854, 58.15003144623263)
(49, 15, [49, 15], 0.11176536800471405, 58.28377839795875)
(44, 9, [44, 9], 0.11126737680461261, 58.56072077715655)
(17, 19, [17, 19], 0.11036421381201816, 59.06935565304411)
(56, 21, [56, 21], 0.11036175767383832, 59.07075021472875)
(63, 43, [63, 43], 0.10969783357945133, 59.45000443083646)
(31, 18, [31, 18], 0.10964796877264829, 59.478673974106655)
(29, 30, [29, 30], 0.10961154982283271, 59.49962934620995)
(33, 5, [33, 5], 0.10951794014101064, 59.55355599574166)
(14, 25, [14, 25], 0.1091186564840535, 59.78461302718818)
(6, 41, [6, 41], 0.1086294593333382, 60.07001373987489)
(18, 28, [18, 28], 0.10824968946596182, 60.29335035603258)
(46, 12, [46, 12], 0.10799688569554225, 60.44289002706148)
(4, 6, [4, 6], 0.10798003464569467, 60.452882702545)
(52, 64, [52, 64], 0.1076474075134601, 60.6507702787781)
(33, 31, [33, 31], 0.1075637330610924, 60.700742586974535)
(45, 47, [45, 47], 0.10694090292322389, 61.07516567440309)
(5, 33, [5, 33], 0.10613550325725164, 61.56585101611536)
(64, 43, [64, 43], 0.10576241547481964, 61.795682646801374)
(60, 58, [60, 58], 0.1051437137448674, 62.18040993122)
(12, 3, [12, 3], 0.10415500388776912, 62.80469726428719)
(30, 31, [30, 31], 0.10410546017756438, 62.83629161067709)
(9, 29, [9, 29], 0.10369591746741462, 63.09861468386722)
(63, 64, [63, 64], 0.1033664651400138, 63.31114478498699)
(42, 8, [42, 8], 0.10262631403847125, 63.79358830527983)
(38, 39, [38, 39], 0.10204005938408266, 64.18068152281296)
(13, 7, [13, 7], 0.10179810373380202, 64.34173884599412)
(47, 48, [47, 48], 0.10122244099442458, 64.72801970562517)
(39, 41, [39, 41], 0.10112357135338805, 64.79480524177234)
(8, 42, [8, 42], 0.10098445090029239, 64.88900108090498)
(15, 49, [15, 49], 0.10081591231604219, 65.00346327688611)
